,country,description,designation,points,price,province,region,taster_name,title,variety,winery
81,US,"The nose on this bottling by Doug Margerum shows a strong herbal backbone against a dense fruit core on the nose, with dried sage, bay leaf, black currant, blackberry and wet-asphalt aromas. The tightly wound palate combines graphite, charred beef, elderberry, black pepper, asphalt and the slightest touch of vanilla bean. These components present tremendous potential for tertiary flavor development, so drink 2018–2028.",Black Oak Vineyard,91,40.0,California,Santa Barbara County,Matt Kettmann,Margerum 2013 Black Oak Vineyard Syrah (Santa Barbara County),Syrah,Margerum
82,Spain,"Crisp and direct, this Garnacha delivers good berry aromas on the nose. Bold acidity creates a fresh mouthfeel, while racy berry flavors are clean, with a hint of cocoa and toast on the finish.",Sorbo a Sorbo Old Vines,87,12.0,Northern Spain,Calatayud,Michael Schachner,Lo Nuevo 2012 Sorbo a Sorbo Old Vines Garnacha (Calatayud),Garnacha,Lo Nuevo
83,Portugal,"This complex, ripe wine reflects the steely character of Dão whites along with perfumed acidity and rich white fruit flavors. Lime, apples and pears are smoothed by wood aging and given a final burst of freshness. It's ready to drink.",Casa de Santar Reserva Branco,90,,Dão,,Roger Voss,Dão Sul 2012 Casa de Santar Reserva Branco White (Dão),Portuguese White,Dão Sul
84,Chile,"This smooth and inviting blend is impressive for the price. With mildly herbal Carmenère-driven aromas of olive and peppery spice, and then a deep and structured palate feel, Gold is golden. Look for a ton of ripe plum and berry flavor touched up by oak, chocolate and pepper accents. On the finish, it's spicy, peppery, smooth and complete. Drink now–2016.",Gold Carménère-Cabernet Sauvignon-Cabernet Franc-Petit Verdot,92,24.0,Colchagua Valley,,Michael Schachner,Estampa 2009 Gold Carménère-Cabernet Sauvignon-Cabernet Franc-Petit Verdot Red (Colchagua Valley),Red Blend,Estampa
85,France,"This is an opulent wine from one of the fabled series of white Grand Crus. Along with generous yellow fruits and ripe citrus, it has weight and gravitas. Spice from the wood fills things out even more, giving the wine its balance, its intensity and its future. Drink from 2022.",,95,380.0,Burgundy,Criots-Bâtard-Montrachet,Roger Voss,Louis Latour 2014  Criots-Bâtard-Montrachet,Chardonnay,Louis Latour
86,France,"This overtly spicy wine is very intense, with a slight burn on the palate from the pepper flavor. Exotic white fruit and a hint of pomegranate are the flavors. It has a hard, final edge from its alcohol.",Sonnenglanz Grand Cru,87,,Alsace,Alsace,Roger Voss,Jean Becker 2010 Sonnenglanz Grand Cru Gewurztraminer (Alsace),Gewürztraminer,Jean Becker
87,France,This estate has been producing wine in Morgon since the 11th century. The wine comes from structured granite soil in a blend of different parcels. It has a strong mineral elements as well as layers of ripe black-cherry fruits. There is just a hint of banana that does spoil the full effect of the wine and hopefully will blow away as it ages. Drink from 2018.,,88,15.0,Beaujolais,Morgon,Roger Voss,Château de Pizay 2015  Morgon,Gamay,Château de Pizay
88,Italy,"Delicate, compelling aromas of ripe pear, lily of the valley and pressed acacia flower mingle with a whiff of aromatic herbs. The smooth, silky palate delivers yellow apple and white peach alongside a creamy mousse and fresh acidity. A lovely sparker of pedigree and finesse.",Nodi Brut,93,49.0,Veneto,Valdobbiadene Prosecco Superiore,Kerin O’Keefe,Nino Franco 2015 Nodi Brut  (Valdobbiadene Prosecco Superiore),Glera,Nino Franco
89,Chile,"This begins with the varietal's standard aromas of petrol, mineral and peach pit. It feels tight and strapping, with minerality on the tongue and a tight grip. Flavors emerge of waxy peach, citrus and almond skin. Its finish is tangy, chiseled and long.",Corralillo,88,20.0,Casablanca Valley,,Michael Schachner,Matetic 2011 Corralillo Riesling (Casablanca Valley),Riesling,Matetic
90,US,"This tiny boutique does well with thick and heavy wines that frequently top 15% alcohol. This sweet, syrupy Syrah is loaded with blueberries, chocolate, licorice and espresso flavors. Nothing shy here, but it delivers a lot of flavor for the price.",,88,25.0,Washington,Columbia Valley (WA),Paul Gregutt,Passion Vineyards 2009 Syrah (Columbia Valley (WA)),Syrah,Passion Vineyards
91,France,"Ripe and full, this wine is balanced with its rich strawberry fruit, with enough acidity to keep everything fresh. It's a fruity, spicy wine that is ready to drink.",,85,17.0,France Other,Patrimonio,Roger Voss,Clos Teddi 2015 Rosé (Patrimonio),Rosé,Clos Teddi
92,Italy,"Aromas of Spanish broom, ripe pear and a yeasty whiff of toasted bread crust come together in the glass. The savory palate offers mature yellow apple, bitter almond, white pepper and a saline note framed in tangy acidity.",Sanice Riserva,88,18.0,Tuscany,Vernaccia di San Gimignano,Kerin O’Keefe,Cesani 2013 Sanice Riserva  (Vernaccia di San Gimignano),Vernaccia,Cesani
93,France,"Produced from 100% Niellucciu (Sangiovese), this wine is packed with intense acidity plus citrus and red-berry fruits. It is tangy and refreshing with its tight, bright aftertaste. Drink now.",,88,30.0,France Other,Corse,Roger Voss,Clos Poggiale 2015 Rosé (Corse),Rosé,Clos Poggiale
94,Portugal,"A blended style of Madeira, this is rich, soft, without the ineffable bite of a wine made from the classic varieties, but certainly with acidity and wood as well as a full, caramel-flavored aftertaste.",Duke of Clarence Rich,86,,Madeira,,Roger Voss,Blandy's NV Duke of Clarence Rich Madeira (Madeira),Madeira Blend,Blandy's
95,US,"Light aromas of spice, graphite and sour cherry are followed by elegant, tart fruit flavors. It's a pretty expression of the variety that should sing at the dinner table.",Vintner's Select Spice Cabinet Vineyard,90,30.0,Washington,Horse Heaven Hills,Sean P. Sullivan,Almquist 2010 Vintner's Select Spice Cabinet Vineyard Sangiovese (Horse Heaven Hills),Sangiovese,Almquist
96,Italy,"Here's a terrific value wine that would pair with ground beef, grilled sausage or oven-baked lasagna with meat sauce. The wine has a dark, concentrated color, and it opens with generous aromas of black berry and tobacco.",Modà,86,10.0,Central Italy,Montepulciano d'Abruzzo,,Talamonti 2008 Modà  (Montepulciano d'Abruzzo),Montepulciano,Talamonti
97,Spain,"Right away you know this Syrah-Petit Verdot is a powerful wine. The bouquet is pointed and blasts away with cherry, berry, spice and oak aromas. It's thick, pushy and full-bodied, with minty, toasty oak flavors running side by side with blackberry. On the finish, it's more charred and toasty, with peppery spice and some heat. Drink now–2015.",,90,35.0,Central Spain,Vino de la Tierra de Castilla,Michael Schachner,Finca Constancia 2010 Syrah-Petit Verdot (Vino de la Tierra de Castilla),Syrah-Petit Verdot,Finca Constancia
98,Greece,"A full-bodied rosé reflective of the cherry and berry Agiorgitiko character. The nose offers a fresh, fragrant but earthy strawberry, rhubarb and floral element, and flavors of lush cherry mingle with a clean acidity, giving the wine dimension with a light touch.",Agiorgitiko (St. George) Rosé,88,16.0,Corinth,,Susan Kostrzewa,Palivou 2007 Agiorgitiko (St. George) Rosé Agiorgitiko (Corinth),Agiorgitiko,Palivou
99,US,"An easy to drink Pinot for its dryness, exceptionally low alcohol, and cleansing acidity. It has cherry, red plum, cola and herb flavors, framed with sweet, smoky sandalwood. Decant for a while.",Sterling Family Vineyard,90,32.0,California,Russian River Valley,,Old World 2006 Sterling Family Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Old World
100,US,"This will be the last Ovide from En Cerise grapes. It's an explosion of cherry and milk chocolate flavors, remaining firm with expressive highlights of olive, earth and herb. It is two-thirds Cabernet and one-third Syrah, a perfect melding of the two grapes. Arguably, one gets better aromatics than Charles Smith, and the wine flavors deliver on their initial promise.",En Cerise Ovide,94,65.0,Washington,Walla Walla Valley (WA),Paul Gregutt,K Vintners 2009 En Cerise Ovide Cabernet Sauvignon-Syrah (Walla Walla Valley (WA)),Cabernet Sauvignon-Syrah,K Vintners
101,US,"This is an interesting and useful wine, and the price helps make it a bargain. It's pretty close, in texture and flavor, to Pinot Noir, with silky tannins, brisk acids and cherry, cola and cranberry flavors.",Wildflower,86,10.0,California,Monterey County,,J. Lohr 2011 Wildflower Valdiguié (Monterey County),Valdiguié,J. Lohr
102,Italy,"Made with 100% Sangiovese, this easygoing wine has subdued aromas of blue flower and strawberry. The straightforward palate shows crushed red cherry, leather and a sprinkling of cake spice.",,86,16.0,Tuscany,Rosso di Montepulciano,Kerin O’Keefe,Le Bèrne 2014  Rosso di Montepulciano,Sangiovese,Le Bèrne
103,Spain,"Mellow peach and nectarine aromas come with a dusting of talcum powder. On the palate, this is citric and lemony, while a jumble of orange and stone-fruit flavors finish clean and crisp. Overall this is fine but undistinguished.",Viña Real,86,17.0,Northern Spain,Rioja,Michael Schachner,CVNE 2014 Viña Real Rosado (Rioja),Rosado,CVNE
104,England,"A touch of wet stone reaches the nose even before appetizing lemon hints make themselves known. This wine is restrained and fresh with lemon and brightness. The palate adds more depth and a grounding of creamy autolysis, but it remains slender, lithe and refreshing throughout. Fine bubbles disperse bright flavors everywhere. The lasting finish is pure.",Blanc de Blancs Brut,92,50.0,England,,Anne Krebiehl MW,Bolney Wine Estate 2014 Blanc de Blancs Brut Chardonnay (England),Chardonnay,Bolney Wine Estate
105,Italy,"This is a subdued and somewhat neutral expression of Nebbiolo with measured aromas of black fruit, plum, black currant and moist earth. The wine is definitely more lively in the mouth where it picks up points thanks to its firm disposition and lingering flavors of blackberry and smoke.",Maria di Brün,88,95.0,Piedmont,Barbaresco,,Ca'Romè 2006 Maria di Brün  (Barbaresco),Nebbiolo,Ca'Romè
106,Italy,"French oak, toast, espresso and menthol aromas lift out of the glass. The lean, taut palate offers dried black cherry and oak-driven spice alongside raspy tannins that leave an astringent finish. The fruit richness is starting to dry up so drink sooner rather later.",,86,24.0,Tuscany,Chianti Classico,Kerin O’Keefe,Lornano 2012  Chianti Classico,Sangiovese,Lornano
107,US,"Though a reserve bottling, this shows a very fresh and sprightly side of the grape rather than its dense face. Squeezed blackberries, just-picked thyme and a touch of burnt caramel show on the nose, while the palate offers Concord grape, boysenberry and iced-coffee flavors.",Reserve,88,55.0,California,Paso Robles,Matt Kettmann,Opolo 2012 Reserve Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Opolo
108,US,"A very nice wine that's dry and balanced, and shows quite a bit of elegance. The alcohol is low, and the flavors of cherries, currants, herbs, anise and cedar are savory.",,86,15.0,California,Paso Robles,,Clayhouse 2007 Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Clayhouse
109,France,"Splash this around while pouring to help dissipate some reductive notes and reveal pleasant raspberry and herbal aromas. It's medium in body, with a welcoming suppleness to the texture and a silky feel on the finish, which folds in hints of mocha.",Château Noël Saint Laurent,87,12.0,Rhône Valley,Côtes du Rhône,Joe Czerwinski,Louis Bernard 2012 Château Noël Saint Laurent Red (Côtes du Rhône),Rhône-style Red Blend,Louis Bernard
110,Italy,"This opens with aromas of resin, nail polish remover, spiced plum and a whiff of cellar floor. The palate offers dried black cherry, clove, menthol and ground pepper alongside firm, drying tannins. This is evolving quickly so drink soon.",,88,,Tuscany,Vino Nobile di Montepulciano,Kerin O’Keefe,Godiolo 2009  Vino Nobile di Montepulciano,Red Blend,Godiolo
111,Italy,"Fresh, easy and bright, this opens with layers of citrus, stone fruit, green melon and pear. The mouthfeel is sharp and informal with a touch of zesty acidity.",Campo del Noce,87,,Tuscany,Montecucco,,Pieve Vecchia 2010 Campo del Noce Vermentino (Montecucco),Vermentino,Pieve Vecchia
112,US,"Woody fruit notes of elderberry and bramble meet with graphite and sagebrush on the nose of this block-designated bottling from the longtime growing family. Plums and cranberries get a serious juniper and pine-sap twist on the palate, laid across lots of loamy earth. The grippy character will soften and protect this wine, so drink 2018–2025.",Block 3 Estate,91,50.0,California,Santa Lucia Highlands,Matt Kettmann,McIntyre Vineyards 2013 Block 3 Estate Pinot Noir (Santa Lucia Highlands),Pinot Noir,McIntyre Vineyards
113,Italy,"Aromas of underbrush, toasted oak, coffee and a whiff of roasted herb emerge on this. The brawny palate displays dried black cherry, hazelnut, anise and vanilla alongside astringent tannins that leave a tongue-drying finish. A green note of powdered sage marks the close.",,87,35.0,Tuscany,Brunello di Montalcino,Kerin O’Keefe,Albatreti 2011  Brunello di Montalcino,Sangiovese,Albatreti
114,US,"A little rustic, with a briary, brambly mouthfeel, but it's a good example of a Sonoma County Zinfandel. The winery says the vines are old, and there are deep, concentrated flavors of wild forest berries, shriveled raisins, licorice, pine tar, grilled beef and black peppers. Because of the roughness, you'll want to give this wine a few hours of decanting.",,88,38.0,California,Sonoma County,,Benovia 2008 Zinfandel (Sonoma County),Zinfandel,Benovia
115,Portugal,"Vines in the southern Amarante region of Vinho Verde give this wine its ripe melon and apple flavors. It is tangy, bright with ripe fruit and with a lightly mineral texture. Drink now.",Portal da Calçada Reserva,87,13.0,Vinho Verde,,Roger Voss,Quinta da Calçada 2015 Portal da Calçada Reserva White (Vinho Verde),Portuguese White,Quinta da Calçada
